revision,case_index,case_name,status,metric,observations,valid_samples,median,p95,min,max
before_20260911_140804_527,0,length50_a,completed_with_warnings,gpu_frame_ms,451,451,8.902144,9.583872,0.055552,9.905664
before_20260911_140804_527,0,length50_a,completed_with_warnings,cpu_render_thread_ms,451,451,2.1757,2.734,0.2592,7.3301
before_20260911_140804_527,0,length50_a,completed_with_warnings,gc_allocated_in_editor_frame_bytes,451,451,14419,49561,14419,143345
before_20260911_140804_527,0,length50_a,completed_with_warnings,VSM.LayoutRemap_gpu_ms,451,451,0,0,0,0.000256
before_20260911_140804_527,0,length50_a,completed_with_warnings,VSM.MarkReceiverPages_gpu_ms,451,451,3.827968,4.1832959999999995,3.525632,4.506112
before_20260911_140804_527,0,length50_a,completed_with_warnings,VSM.Allocate_gpu_ms,451,451,0.526336,0.541184,0.51712,0.708608
before_20260911_140804_527,0,length50_a,completed_with_warnings,VSM.InvalidateStatic_gpu_ms,451,0,,,,
before_20260911_140804_527,0,length50_a,completed_with_warnings,VSM.ClearPhysicalPages_gpu_ms,451,451,0.121344,0.122624,0.12006399999999999,0.40499199999999996
before_20260911_140804_527,0,length50_a,completed_with_warnings,VSM.StaticCasterCull_gpu_ms,451,451,0.351744,0.56243199999999993,0.34048,0.755456
before_20260911_140804_527,0,length50_a,completed_with_warnings,VSM.DynamicCasterCull_gpu_ms,451,451,0,0.000256,0,0.000256
before_20260911_140804_527,0,length50_a,completed_with_warnings,VSM.PageCull_gpu_ms,451,451,0.32972799999999997,0.50176,0.27136,0.73548799999999992
before_20260911_140804_527,0,length50_a,completed_with_warnings,VSM.StaticRaster_gpu_ms,451,451,0.007168,0.011519999999999999,0.003072,0.19353599999999999
before_20260911_140804_527,0,length50_a,completed_with_warnings,VSM.DynamicRaster_gpu_ms,451,451,0.087296,0.093696,0.078336,0.35814399999999996
before_20260911_140804_527,0,length50_a,completed_with_warnings,VSM.UnityCompatibilityRaster_gpu_ms,451,0,,,,
before_20260911_140804_527,0,length50_a,completed_with_warnings,VSM.FinalizePages_gpu_ms,451,451,0.003328,0.004096,0.002048,0.258048
before_20260911_140804_527,0,length50_a,completed_with_warnings,VSM.ResetFeedback_gpu_ms,451,451,0,0,0,0.000256
before_20260911_140804_527,0,length50_a,completed_with_warnings,VSM.Resolve_gpu_ms,451,451,0.388096,1.084416,0.379136,1.325056
before_20260911_140804_527,0,length50_b,completed_with_warnings,frame_interval_ms,446,446,8.9664007537066936,9.5402002334594727,5.8356011286377907,18.403599038720131
before_20260911_140804_527,0,length50_b,completed_with_warnings,cpu_frame_ms,446,446,8.9822999999999986,10.0344,5.1576,19.0174
before_20260911_140804_527,0,length50_b,completed_with_warnings,gpu_frame_ms,446,446,8.9506559999999986,9.471488,0.0512,10.153984
before_20260911_140804_527,0,length50_b,completed_with_warnings,cpu_render_thread_ms,446,446,2.3213,3.1318,0.9013,9.1861
before_20260911_140804_527,0,length50_b,completed_with_warnings,gc_allocated_in_editor_frame_bytes,446,446,14419,49561,14419,152024
before_20260911_140804_527,0,length50_b,completed_with_warnings,VSM.LayoutRemap_gpu_ms,446,446,0,0,0,0.000256
before_20260911_140804_527,0,length50_b,completed_with_warnings,VSM.MarkReceiverPages_gpu_ms,446,446,3.9868159999999997,4.286976,3.53024,4.635904
before_20260911_140804_527,0,length50_b,completed_with_warnings,VSM.Allocate_gpu_ms,446,446,0.52889599999999992,0.555008,0.519168,0.897536
before_20260911_140804_527,0,length50_b,completed_with_warnings,VSM.InvalidateStatic_gpu_ms,446,0,,,,
